VIN,TRANSACTION_ID,CORRECTION_VERBATIM,CUSTOMER_VERBATIM,REPAIR_DATE,CAUSAL_PART_NM,GLOBAL_LABOR_CODE_DESCRIPTION,PLATFORM,BODY_STYLE,VPPC,PLANT,BUILD_COUNTRY,LAST_KNOWN_DLR_NAME,LAST_KNOWN_DLR_CITY,REPAIRING_DEALER_CODE,DEALER_NAME,REPAIR_DLR_CITY,STATE,DEALER_REGION,REPAIR_DLR_POSTAL_CD,REPAIR_AGE,KM,COMPLAINT_CD_CSI,COMPLAINT_CD,VEH_TEST_GRP,COUNTRY_SALE_ISO,ORD_SELLING_SRC_CD,OPTN_FAMLY_CERTIFICATION,OPTF_FAMLY_EMISSIOF_SYSTEM,GLOBAL_LABOR_CODE,TRANSACTION_CATEGORY,REPORTING_COST,TOTALCOST,LBRCOST,ENGINE,ENGINE_DESC,TRANSMISSION,TRANSMISSION_DESC,ENGINE_SOURCE_PLANT,ENGINE_TRACE_NBR,TRANSMISSION_SOURCE_PLANT,TRANSMISSION_TRACE_NBR,SRC_TXN_ID,SRC_VER_NBR,TRANSACTION_CNTR,MEDIA_FLAG,VIN_MODL_DESGTR,LINE_SERIES,LAST_KNOWN_DELVRY_TYPE_CD,NON_CAUSAL_PART_QTY,SALES_REGION_CODE,CORRECTION_VERBATIM_CLEANED,REPAIR_ACTION_TAGS,COMPONENT_TAGS
1HC4Y9EY2MF192148,13026,STEERING WHEEL REPLACEMENT,  ,1/11/2024,WHEEL ASM-STRG *JET BLACK,STEERING WHEEL REPLACEMENT,FULL-SIZE TRUCKS,CREW CAB,T1CCH,FLT,US,REGAL RIDE MOTORS,LOD,72-73421/159921,GOLDENROAD MOTORS,KIRYAT GAT,CA,4,UNKNOWN,33,107905,0,0-0890,D06.6385,IL,72,FE9,FTB,130,FREG_POL,221.83,221.83,28,L5P,"DIESEL, 8 CYL, 6.6L, DI, V8, TURBO, DURAMAX, GEN 5 VAR. 1",MGM,"BYT 10 SPD, 10R1000, GRX, GEN 1, VAR 1",UNKNOWN,R2220282JRHX0409,UNKNOWN,Y0220280MKFX0292,2809489112,2,1,N,CF20743,UNKNOWN,18,0,4,steering wheel replacement,replace,steering_wheel
1H1FZ6S00N4109597,13025,"REPLACE STEERING WHEEL CHECK OK 1699-,0130","HEATED STEERING WHEEL INOP. WHEN YOU HIT THE BUTTON ON IT TURNS OFF IMMEDIATELY. WHEN REMOTE STARTING IT, IT WILL TURN LIGHT ON BUTNEVER HEAT UP. - RO 6124563 - RO 6126117 - DAVE - PRA #495554400000",1/11/2024,WHEEL ASM-STRG *JET BLACK,STEERING WHEEL REPLACEMENT,GLOBAL GAMMA,4 DOOR SEDAN,C121,ORI,US,CAPITAL CAR DEALERS,DAVISON,13-44014/115093,TRUEDRIVE AUTO,CLARKSTON,MI,1,UNKNOWN,17,42079,0,0-0890,V00.0002,US,13,FE9,FT7,130,FREG,411.47,457.47,62.02,EN0,EN0,MMF,"BYT, ELECTRIC, GM, GEM, GEN 2, DRIVE UNIT, X68F",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2809122794,4,1,N,1FG48,PREMIER,21,0,1,replace steering wheel check ok,"replace, inspect",steering_wheel
1HNEVKKW6SJ216435,13025,INSTALLED SPECIAL ORDERED STEERING WHEEL DUE TO THREADS FRAYING ON WHE EL 0130 .4 629,STEERING WHEEL FRAYING PARTS ARE IN,1/11/2024,WHEEL ASM-STRG * JET BLACK,STEERING WHEEL REPLACEMENT,CROSSOVER SUV,4 DOOR UTILITY,C1YC,DEL,US,PRESTIGE WHEELS,SAGINAW,13-44196/300736,TITAN MOTORS GROUP,SAGINAW,MI,1,UNKNOWN,10,17774,0,0-0890,T03.6151,US,13,FE9,FTB,130,FREG,395.44,395.44,50.27,LFY,"GAS, 6 CYL, V6, 3.6L, SIDI, DOHC, ATSS, GEN 1+",M3V,"BYT 9 SPD, 9T65, GEN 1",K,UNKNOWN,UNKNOWN,21210129IKBP0429,2809298112,4,1,N,1NX56,PREMIER,21,0,1,installed special ordered steering wheel due to threads fraying on whe el,None,steering_wheel
1HR49WEY2NF322460,13024,"RECONNECTED HORN CHECKED OPERATION, OK.",ADDED OPERATION HORN DOESNT WORK HASNT WORKED SINCE BRAND NEW TECH CAUSE HORN CONNECTOR NOT FULLY SEATED ON HARN ASSEMBLY ANDDISCONNECTED TECH COMMENTS RECONNECTED HORN CHECKED OPERATION OK,1/11/2024,WHEEL ASM-STRG *JET BLACK,STEERING WHEEL HORN SWITCH WIRING HARNESS REPLACEMENT,FULL-SIZE TRUCKS,CREW CAB,T1CGH,FLT,US,GOLDSTAR AUTOS,EDMONTON,14-82489/320243,BLUESKY AUTO SALES,EDMONTON,AB,1,T5E4C7,20,34161,0,0-0621,D06.6385,CA,14,FE9,FTB,20,FREG,30.09,31.6,31.6,L5P,"DIESEL, 8 CYL, 6.6L, DI, V8, TURBO, DURAMAX, GEN 5 VAR. 1",MGM,"BYT 10 SPD, 10R1000, GRX, GEN 1, VAR 1",UNKNOWN,R2222412MU9X0781,UNKNOWN,Y0222190MKFX0498,2809222282,2,1,N,TF30743,UNKNOWN,18,0,1,reconnected horn checked operation ok,inspect,None
3HRFFCER3NH528824,13025,"PRA APPROVED, PRA #495794600000 FOUND THE STEERING WHEEL TO BE COMING APART. REPLACED THE STEERING WHEEL. VERIFIED REPAIR.",CUSTOMER STATES STITCHING ON STEERING WHEEL IS COMING UNDONE ON THE RI GHT SIDE,1/11/2024,WHEEL ASM-STRG *BLACK,STEERING WHEEL REPLACEMENT,FULL-SIZE TRUCKS,CREW CAB,T1CGF,SIL,MX,INFINITE MOTORS,HENDERSON,11-11457/116555,METROMAX MOTORS,DALLAS,TX,1,UNKNOWN,22,34260,0,0-0890,T03.0353,US,48,FE9,FTB,130,FREG,621.34,621.34,107.28,LM2,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, AL UM, CSS50V",MQC,"BYT 10 SPD, 10L80, ATSS, ETRS, CPA, GEN 2",UNKNOWN,V2220472CVCX0021,UNKNOWN,S1220791CNJX0210,2809294191,4,1,N,TF10543,UNKNOWN,10,0,1,pra approved pra found the steering wheel to be coming apart replaced the steering wheel verified repair,replace,steering_wheel
1HYKNDR46NZ151056,13025,REPLACED STEERING WHEEL TRIM RING,CUSTOMER STATES CHROME TRIM ON STEERING WHEEL IS CRACKED,1/12/2024,COVER-STRG WHL SPOKE *LINEAR GALAXD,STEERING WHEEL SPOKE COVER REPLACEMENT,GLOBAL CROSSOVER VEHICLES,4 DOOR UTILITY,C1UL,SHT,US,PLATINUM AUTO CO.,INDIANA,12-20573/117099,CRYSTAL DRIVE AUTO,INDIANA,PA,1,UNKNOWN,21,24129,0,0-0313,T02.0500,US,12,NE1,FUG,50,FREG,386.62,386.62,51.75,LSY,"GAS, 4 CYL, L4, 2.0L, SIDI, DOHC, VVT, ALUM, TURB O, VAR 3",M3G,"BYT 9 SPD, 9T60, ETRS GEN 1",UNKNOWN,N2220942JUHX0982,UNKNOWN,21220170VHBP0421,2809179492,26,1,N,6NH26,PREMIUM LUXURY,10,0,1,replaced steering wheel trim ring,replace,steering_wheel
1HNEVNKW4SJ144359,13025,LEATHER PULLING AWAY FROM WHEEL 0130 0.40 REPLACEDSTEERING WHEEL PRE AUTH 488737400000,CUSTOMER STATES THE LEATHER ON STEERING WHEEL IS COMING APART - SOPHERE,1/12/2024,WHEEL ASM-STRG * JET BLACK,STEERING WHEEL REPLACEMENT,CROSSOVER SUV,4 DOOR UTILITY,C1YC,DEL,US,SWIFTCAR TRADERS,WEATHERFORD,13-07367/112288,ELITESTREET MOTORS,WEATHERFORD,TX,1,UNKNOWN,15,35914,0,0-0312,T03.6151,US,13,UNKNOWN,FTB,130,FREG,436.5,436.5,56.87,LFY,"GAS, 6 CYL, V6, 3.6L, SIDI, DOHC, ATSS, GEN 1+",M3V,"BYT 9 SPD, 9T65, GEN 1",K,UNKNOWN,UNKNOWN,22222109IKBP2899,2809184401,4,1,Y,1NX56,HIGH COUNTRY,10,0,1,leather pulling away from wheel replacedsteering wheel pre auth,replace,steering_wheel
3HRS9EED0LH255650,13025,"STEERING WHEEL SPOKE COVER, PER GOODWILL ASSISTANCE, CUSTOMER HAS A DEDUCTIBLE OF $86.45",CUSTOMER STATES THE STEERING WHEEL BEZEL IS PEELING.,1/12/2024,APPLIQUE ASM-STRG WHL TR SPOKE CVR *VULCAN,STEERING WHEEL SPOKE COVER REPLACEMENT,FULL-SIZE TRUCKS,CREW CAB,T1CGF,SIL,MX,NEXTGEN MOTORS,VALDOSTA,13-26192/159183,LIBERTYRIDE AUTO,VALDOSTA,GA,1,UNKNOWN,47,59192,0,0-0890,LGMXT05.3386,US,48,FE9,FTB,50,FREG_POL,214.4,214.4,78,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MQB,"BYT 10 SPD, 10L80, ATSS, CPA, GEN 2",UNKNOWN,A2200220HGUX2088,UNKNOWN,S2200210BKJX2982,2809182089,8,1,Y,TF10543,UNKNOWN,10,0,1,steering wheel spoke cover per goodwill assistance customer has a deductible of,None,steering_wheel
1HKS2JKR2NR336997,13073,REPLACED STEERING WHEEL NO FURTHER ACTION REQUIRED.,CUSTOMER STATES STEERING WHEELS STICHING COMING APART,1/12/2024,WHEEL ASM-STRG *VERY DARK AT,STEERING WHEEL REPLACEMENT,FULL-SIZE UTILITY,4 DOOR UTILITY,T1YGF,ARL,US,LIBERTY DRIVE,MIAMI,13-26329/312777,HIGHLANDER CAR SALES,HOMESTEAD,FL,1,UNKNOWN,18,32616,0,0-0890,T03.0353,US,48,FE9,FTB,130,FREG,454.63,454.63,73.62,LM2,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, AL UM, CSS50V",MQC,"BYT 10 SPD, 10L80, ATSS, ETRS, CPA, GEN 2",UNKNOWN,V2222922CVCX0009,UNKNOWN,S1222471CNJX0228,2821704292,8,1,N,TF10906,UNKNOWN,10,0,1,replaced steering wheel no further action required,replace,steering_wheel
1HCFDEED3SZ308171,13037,REPLACED STEERING WHEEL,WRAP ON THE STEEERING WHEEL IS PEELING ***NEED PRA DONE BY MANAGEMENT****,1/12/2024,WHEEL ASM-STRG *JET BLACK,STEERING WHEEL REPLACEMENT,FULL-SIZE TRUCKS,CREW CAB,T1CCF,FTW,US,DREAMCARS AUTO,GRAND FORKS,13-04703/111708,HORIZONVIEW AUTO,GRAND FORKS,ND,1,UNKNOWN,4,8678,0,0-0312,T05.3386,US,13,FE9,FTB,130,FREG,456.98,456.98,69.06,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",UNKNOWN,T2212491MF1X0970,UNKNOWN,R2210822CKJX0278,2820422129,4,1,Y,CF10543,UNKNOWN,10,0,1,replaced steering wheel,replace,steering_wheel
1HYKNHRS1LZ157005,13025,REPLACE STEERING WHEEL SWITCH TRIM (SOP PART BEFORE WARRANTY EXPIRATIO N),C/S CARBON FIBER APPLIQUE ON STEERING WHEEL IS PEELING OFF. SOP IN,1/12/2024,COVER-STRG WHL SPOKE *HI GLOSS V-C,STEERING WHEEL SPOKE COVER REPLACEMENT,GLOBAL CROSSOVER VEHICLES,4 DOOR UTILITY,C1UL,SHT,US,LEGACY VEHICLE SALES,CLEARWATER,12-21098/169196,RAPIDROAD MOTORS,PINELLAS PARK,FL,1,UNKNOWN,50,56575,0,0-0312,LGMXT03.6151,US,12,FE9,FTB,50,FREG_POL,695.8,695.8,57.26,LGX,"GAS, 6 CYL, 3.6L, V6, DI, DOHC, VVT, ALUM, GEN 2",M3W,"TRANSMISSION BYT 9 SPD, 9T65, ETRS GEN 1",UNKNOWN,W2291470HYBX0492,UNKNOWN,22291280KKBP2422,2809272972,4,1,Y,6NJ26,SPORT,37,0,1,replace steering wheel switch trim sop part before warranty expiratio n,replace,steering_wheel
1HRFFHEL8RZ133325,13048,"TECH WAS ABLE TO VERIFY CUSTOMERS CONCERN OF HEATED STEERING WHEEL INOP. TECH CHECKED CONNECTION TO THESTEERINGWHEELANDFOUNDHEATING STEERING WHEEL HAS INTERNAL MALFUNCTION AT HARNESS(BROKEN), ORDERED/INSTALLED NEW STERRING WHEEL, OAD",CUST STS THE HEATED STEERING WHEEL WILL TURN ON AT TIMES AND THE TURN OFF ON ITS OWN AND NOT WORK. MOST OF THE TIMETHEWHEELWILLNOTTURN ON AND WORK,1/15/2024,WHEEL ASM-STRG *JET BLACK,STEERING WHEEL REPLACEMENT,FULL-SIZE TRUCKS,CREW CAB,T1CCF,OS2,CA,HORIZON DRIVE MOTORS,WESTVILLE,13-15262/161175,SILVERSTONE AUTO,WESTVILLE,NJ,1,UNKNOWN,1,583,0,0-0890,T05.3330,US,13,NE1,FUG,130,FREG,592.1,1006.1,165.58,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",UNKNOWN,K2212844MGSX2298,UNKNOWN,R2212792CKJX2218,2809440924,14,1,Y,CF10543,UNKNOWN,15,0,1,tech was able to verify customers concern of heated steering wheel inop tech checked connection to thesteeringwheelandfoundheating steering wheel has internal malfunction at harness broken ordered installed new sterring wheel oad,inspect,steering_wheel
1HCFYEED6NZ182017,13040,0130 LABOR 0.4 -REMOVED AND REPLACED STEERING WHEEL WITH CORRECT UNIT. VERIFIED OPERATION.,TRIM OR MOULDING DIAGNOSIS TRIM OR MOULDING DIAGNOSIS - C/S: CUSTOMER REQUEST ED TO INSTALL CORRECT STEERING WHEEL PER SOP - PREVRO 6012971,1/15/2024,WHEEL ASM-STRG *JET BLACK,STEERING WHEEL REPLACEMENT,FULL-SIZE TRUCKS,CREW CAB,T1CCF,FTW,US,SUMMIT CAR TRADING,CASTLE ROCK,13-36101/314339,CROWNCAR DEALERSHIP,CASTLE ROCK,CO,1,UNKNOWN,23,24983,0,0-0312,T05.3386,US,13,FE9,FTB,130,FREG,299.77,299.77,91.4,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MQE,"BYT 8 SPD, 8L90, ATSS, CPA, GEN 1",UNKNOWN,K2220222JW9X1892,UNKNOWN,B2220222XNLX9720,2809401941,6,1,N,CF18543,UNKNOWN,10,0,1,labor removed and replaced steering wheel with correct unit verified operation,replace,steering_wheel
1HCFDEED5SZ117691,13025,"PER LAST REPAIR ORDER, REPLACED STEERING WHEEL. PRA#493156300000",INSTALL SOP. CUSTOMER STATES STITCHING ON STEERING WHEEL IS COMING APART,1/15/2024,WHEEL ASM-STRG *JET BLACK,STEERING WHEEL REPLACEMENT,FULL-SIZE TRUCKS,CREW CAB,T1CCF,FTW,US,OAKWOOD MOTORS,BOLINGBROOK,13-11298/227245,NORTHSTAR WHEELS,BOLINGBROOK,IL,1,UNKNOWN,12,24925,0,0-0890,T05.3386,US,13,UNKNOWN,FTB,130,FREG,432.68,432.68,113.09,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",UNKNOWN,T1222871MF1X0294,UNKNOWN,R2222892CKJX0778,2809189012,4,1,N,CF10543,UNKNOWN,10,0,1,per last repair order replaced steering wheel pra,replace,steering_wheel
3HNKBHRS8SS220860,13029,TECH DUPLICATED C-C. FOUND THERE TO BE A DEFECT IN THE LEATHER WRAP ON THE TOP OF THE STEERING WHEEL. RECOMMEND REPLACING STEERINGWHEEL TO FIX CONCERN. TECH REPLACED STEERING WHEEL.,-C/C BACK OF THE STEERING WHEEL HAS A BUMP THAT CATCHES THE HAND WHENE VER YOU STEER THE WHEEL - PARTS IN SOR M19630,1/15/2024,WHEEL ASM-STRG *JET BLACK,STEERING WHEEL REPLACEMENT,CROSSOVER SUV,4 DOOR UTILITY,C1UC,RAM,MX,PREMIUMAUTO TRADERS,SUMMERSIDE,14-87095/121126,URBANPEAK AUTO,SUMMERSIDE,PE,1,C1N4T8,7,12782,0,0-0890,T03.6151,CA,14,FE9,FTB,130,FREG,249.69,321.43,61.57,LGX,"GAS, 6 CYL, 3.6L, V6, DI, DOHC, VVT, ALUM, GEN 2",M3V,"BYT 9 SPD, 9T65, GEN 1",UNKNOWN,W2212292JDRX0490,UNKNOWN,22212299CKBP2994,2809172799,4,1,N,1NR26,2LT,16,0,1,tech duplicated c c found there to be a defect in the leather wrap on the top of the steering wheel recommend replacing steeringwheel to fix concern tech replaced steering wheel,replace,steering_wheel
1HR49SE7XRF103023,13026,"INSPECTED STEERING WHEEL, FOUND LEATHER PEELING AT BOTTOM OFSTEERING WHEEL DUE TO FAILED ADHESIVE, REPLACED STEERING WHEEL",CUST STATES STEERING WHEEL MATERUIAL DELAMINATION AT BOTTOM,1/15/2024,WHEEL ASM-STRG *JET BLACK,STEERING WHEEL REPLACEMENT,FULL-SIZE TRUCKS,CREW CAB,T1CGH,FLT,US,URBANDRIVE SALES,WEST CHESTER,13-18721/318683,REDWOOD CAR TRADERS,BRIDGETON,NJ,1,UNKNOWN,10,29910,0,0-0890,D06.6230,US,48,NE1,FUM,130,FREG,487.54,487.54,71.41,L8T,"GAS, 8 CYL, 6.6L, SIDI, VVT, CAST IRON",MKM,"BYT 10 SPD, RWD 4.54 1ST, 2.86 2ND, 2.06 3RD, 1.7 1 4TH, 1.48 5TH, 1.26 6TH, 1.00 7TH, 10L",UNKNOWN,T2210924MGUX2424,UNKNOWN,Y0210881MSFX0080,2809417819,4,1,Y,TF20743,UNKNOWN,10,0,1,inspected steering wheel found leather peeling at bottom ofsteering wheel due to failed adhesive replaced steering wheel,"replace, inspect",steering_wheel
3HRFFEE82RH175165,13029,REPLACE STEERING WHEEL ASSEMBLY CHECK OPERATION OK PRA # 496439500000,"CUSTOMER STATES STEERING WHEEL DOES NOT HEAT, BUTTON PUSHED AND TURNS OFF IMMEDIATELY, PARTS ORDERED.",1/16/2024,WHEEL ASM-STRG *JET BLACK,STEERING WHEEL REPLACEMENT,FULL-SIZE TRUCKS,CREW CAB,T1CGF,SIL,MX,NOVA CAR DEALERSHIP,ROSEVILLE,11-44425/117433,METRODRIVE AUTO SALES,MANKATO,MN,1,UNKNOWN,2,1996,0,0-0310,T03.0354,US,48,FE9,FTB,130,FREG,511.39,511.39,72.57,LZ0,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, ALUM, CSS50V, VAR. 2",MQC,"BYT 10 SPD, 10L80, ATSS, ETRS, CPA, GEN 2",UNKNOWN,V2212994M8UX0120,UNKNOWN,S1211071CNJX2104,2809889290,4,1,N,TF10743,UNKNOWN,10,0,1,replace steering wheel assembly check operation ok pra,"replace, inspect",steering_wheel
3HCND9ED5SH144160,13027,REPLACED STEERING WHEEL.,STEERING WHEEL STRINGS LOOSE .,1/16/2024,WHEEL ASM-STRG *VERY DARK AT,STEERING WHEEL REPLACEMENT,FULL-SIZE TRUCKS,SINGLE CAB,T1RCF,SIL,MX,CITYWIDE MOTORS,KUWAIT CITY,72-32325/122620,BLUERIDGE MOTORS,KUWAIT CITY,CA,4,UNKNOWN,4,4421,0,0-0312,T05.3386,KW,72,UNKNOWN,FTB,130,FREG,297.03,297.03,20,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",UNKNOWN,A2221281MF1X2447,UNKNOWN,S2221212CKJX0718,2809421088,4,1,N,CF10703,UNKNOWN,15,0,4,replaced steering wheel,replace,steering_wheel
1HYKSSRL1RZ101481,13039,REMOVED AND REPLACED STEERING WHEEL,CUSTOMER STATES THE STEERING WHEEL IS BUBBLING ON INSIDE LEF T SIDE,1/16/2024,WHEEL ASM-STRG *BACKEN BLACKK,STEERING WHEEL REPLACEMENT,BEV,4 DOOR UTILITY,L233,SHT,US,GRANDVIEW AUTOS,SMITHTOWN,13-02015/169651,SWIFTROAD CAR SALES,BAY SHORE,NY,1,UNKNOWN,7,7199,0,0-0312,J00.0017,US,12,NE1,FF6,130,FREG,737.49,737.49,84.22,EN0,EN0,MF1,MF1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2809907807,16,1,Y,6MB26,TECH-2,10,0,1,removed and replaced steering wheel,replace,steering_wheel
1HR49REY4SF251024,13029,INSPECTED AND CONFIRMED STEERING WHEEL LEATHER COMING APART. SUBMITTED PRA AND WAS APPROVED. NECESSARY TO REMOVE ANDREPLACESTEERINGWHEEL PRA# 495602900000,C/S: CUST STATES LEATER AT THE BOTTOM OF THE STEERING WHEELE IS COMING APART PLEASE SEE HISTORY FOR APPROVED PRA ONPREVIOUSROPRA#495602900000,1/16/2024,WHEEL ASM-STRG *JET BLACK,STEERING WHEEL REPLACEMENT,FULL-SIZE TRUCKS,CREW CAB,T1CGH,FLT,US,AUTOMAX TRADERS,JACKSONVILLE,11-29473/309845,VANGUARD AUTO GROUP,SAINT AUGUSTINE,FL,1,UNKNOWN,10,22629,0,0-0310,D06.6385,US,48,FE9,FTB,130,FREG,521.02,521.02,90.02,L5P,"DIESEL, 8 CYL, 6.6L, DI, V8, TURBO, DURAMAX, GEN 5 VAR. 1",MGM,"BYT 10 SPD, 10R1000, GRX, GEN 1, VAR 1",UNKNOWN,R2210481MRAX0489,UNKNOWN,Y0222780MKFX0277,2809880890,8,1,N,TF20743,UNKNOWN,18,0,1,inspected and confirmed steering wheel leather coming apart submitted pra and was approved necessary to remove andreplacesteeringwheel pra,"replace, inspect",steering_wheel
3HCFDFED5SH364828,13030,REMOVED AND REPLACED HEATED STEERING WHEEL MODULE. CLEAR CODES RECHECK OK. HEATED STEERING WHEEL NOW OPERATING AS DESIGNED.2400---------.6 DIAG------------1.0,CUSTOMER STATES STEERING HEATING BUTTON TURNS OFF AFTER 1 MINUTE AND CANNOT BE TURN BACK ON - CHECK AND ADVISE,1/16/2024,WHEEL ASM-STRG *JET BLACK,HEATED STEERING WHEEL MODULE REPLACEMENT,FULL-SIZE TRUCKS,CREW CAB,T1CCF,SIL,MX,HORIZON AUTO SALES,VENTURA,13-20488/318645,IRONCLAD WHEELS,VENTURA,CA,1,UNKNOWN,1,697,0,0-0890,T05.3386,US,13,YF5,FUC,2400,FREG,330.16,468.16,330.16,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",UNKNOWN,A2212791MF1X2247,UNKNOWN,S1212242CKJX0982,2809782877,2,1,N,CF10543,UNKNOWN,18,0,1,removed and replaced heated steering wheel module clear codes recheck ok heated steering wheel now operating as designed diag,"replace, inspect",steering_wheel
2HC4YSEY1S1701193,13030,REPLACED HEATED STEERING WHEEL MODULE. VERIFIED PROPER OPERATION,CUSTOMER STATES HEATED STEERING WHEEL INOP SOP HERE,1/16/2024,MODULE ASM-STRG WHL HT CONT,HEATED STEERING WHEEL MODULE REPLACEMENT,FULL-SIZE TRUCKS,CREW CAB,T1CCH,OS2,CA,LIBERTY LANE MOTORS,COTTONDALE,13-08499/193576,LEGACYAUTO TRADERS,COTTONDALE,AL,1,UNKNOWN,12,26487,0,0-0890,D06.6385,US,13,UNKNOWN,FTB,2400,FREG,227.2,227.2,131.06,L5P,"DIESEL, 8 CYL, 6.6L, DI, V8, TURBO, DURAMAX, GEN 5 VAR. 1",MGM,"BYT 10 SPD, 10R1000, GRX, GEN 1, VAR 1",UNKNOWN,R1222721MRAX0207,UNKNOWN,Y0222910MKFX0172,2809784288,2,1,N,CF20743,UNKNOWN,23,0,1,replaced heated steering wheel module verified proper operation,replace,steering_wheel
